#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
731,Dean Kremer,665152,665152,19350,10183,*041yb*,BAL,SP,SP,Kremer,Dean,Kremer,Dean
732,Nick Maton,665155,665155,21635,11016,*04ei5*,CHW,2B/3B,2B/3B,Maton,Nick,Maton,Nick
733,Jeremy Pena,665161,665161,21636,11309,*04ppj*,HOU,SS,SS,Pena,Jeremy,Peña,Jeremy
734,Fernando Tatis Jr.,665487,665487,19709,9948,*03zbh*,SD,OF,OF,Tatis Jr.,Fernando,Tatis Jr.,Fernando
735,Vladimir Guerrero Jr.,665489,665489,19611,9785,*03ojr*,TOR,1B,1B,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir
736,Rafael Marchan,665561,665561,21646,11064,*0403l*,PHI,C,C,Marchan,Rafael,Marchán,Rafael
737,Deivi Garcia,665620,665620,20276,10184,*0406o*,MIL,RP,RP,Garcia,Deivi,García,Deivi
738,Luis Medina,665622,665622,21649,10280,*03zlf*,OAK,SP,SP,Medina,Luis,Medina,Luis
739,Elvis Peguero,665625,665625,21652,11267,*05uk1*,MIL,RP,RP,Peguero,Elvis,Peguero,Elvis
740,Kervin Castro,665645,665645,21656,11173,,NYY,RP,RP,Castro,Kervin,Castro,Kervin
741,Reiver Sanmartin,665665,665665,19754,11296,,CIN,RP,RP,Sanmartin,Reiver,Sanmartin,Reiver
742,Antonio Santos,665733,665733,20383,10743,,CHC,RP,RP,Santos,Antonio,Santos,Antonio
743,Angel Felipe,665734,665734,21163,11772,*060mo*,LAA,RP,RP,Felipe,Angel,Felipe,Angel
744,Juan Soto,665742,665742,20123,10030,*03ynj*,NYM,OF,OF,Soto,Juan,Soto,Juan
745,Leody Taveras,665750,665750,18900,10274,*03pzo*,TEX,OF,OF,Taveras,Leody,Taveras,Leody
746,Luis De Los Santos,665782,665782,21682,10578,*06amh*,NYM,3B,3B,De Los Santos,Luis,De Los Santos,Luis
747,Edward Cabrera,665795,665795,21690,10721,*04ali*,MIA,SP,SP,Cabrera,Edward,Cabrera,Edward
748,Miguel Amaya,665804,665804,21693,10290,*03xs3*,CHC,C,C,Amaya,Miguel,Amaya,Miguel
749,Oswaldo Cabrera,665828,665828,21707,11391,*042no*,NYY,3B,3B,Cabrera,Oswaldo,Cabrera,Oswaldo
750,Oneil Cruz,665833,665833,21711,10305,*03zlh*,PIT,SS/OF,SS/OF,Cruz,Oneil,Cruz,Oneil
751,Enmanuel Valdez,665839,665839,21716,11626,*042af*,PIT,2B,2B,Valdez,Enmanuel,Valdez,Enmanuel
752,Jair Camargo,665856,665856,21730,11989,*05ge4*,MIN,C,C,Camargo,Jair,Camargo,Jair
753,Sebastian Rivero,665861,665861,21735,10931,,ATL,C,C,Rivero,Sebastian,Rivero,Sebastian
754,Jazz Chisholm Jr.,665862,665862,20454,10231,*045qo*,NYY,3B/OF,3B/OF,Chisholm Jr.,Jazz,Chisholm Jr.,Jazz
755,Javier Assad,665871,665871,21741,11547,*04fq2*,CHC,SP,SP,Assad,Javier,Assad,Javier
756,Jose Fermin,665877,665877,21746,11776,*03zbp*,STL,2B,2B/3B,Fermin,Jose,Fermín,José
757,Seuly Matias,665890,665890,,10330,*03t0u*,KC,OF,OF,Matias,Seuly,Matias,Seuly
758,Esteury Ruiz,665923,665923,21780,10193,*0406v*,OAK,OF,OF,Ruiz,Esteury,Ruiz,Esteury
759,Andres Gimenez,665926,665926,19950,10133,*03pzn*,TOR,2B,2B,Gimenez,Andres,Giménez,Andrés
760,Andres Chaparro,665953,665953,21797,11780,*0406n*,WSH,DH,1B/3B,Chaparro,Andres,Chaparro,Andrés
761,Jonathan Aranda,666018,666018,21837,11394,*05t9v*,TB,1B,1B,Aranda,Jonathan,Aranda,Jonathan
762,Freddy Fermin,666023,666023,21840,11514,*05lo5*,KC,C,C,Fermin,Freddy,Fermin,Freddy
763,Ian Anderson,666120,666120,19951,10217,*041m0*,ATL,SP,SP,Anderson,Ian,Anderson,Ian
764,Tyler Baum,666121,666121,sa1054042,10861,*04nay*,OAK,RP,RP,Baum,Tyler,Baum,Tyler
765,Braxton Garrett,666129,666129,21844,10147,*041e3*,MIA,SP,SP,Garrett,Braxton,Garrett,Braxton
766,Jay Groome,666130,666130,sa917925,9829,*03ysp*,SD,SP,SP,Groome,Jay,Groome,Jay
767,Nolan Jones,666134,666134,20529,10304,*041q6*,COL,OF,1B/OF,Jones,Nolan,Jones,Nolan
768,Josh Lowe,666139,666139,19953,10254,*041ah*,TB,OF,OF,Lowe,Josh,Lowe,Josh
769,Cole Ragans,666142,666142,21846,10166,*041ma*,KC,SP,SP,Ragans,Cole,Ragans,Cole
770,Tyler Fitzgerald,666149,666149,26208,11874,*05131*,SF,SS,SS,Fitzgerald,Tyler,Fitzgerald,Tyler
771,Dominic Fletcher,666150,666150,26149,11026,*04y45*,CHW,OF,OF,Fletcher,Dominic,Fletcher,Dominic
772,David Hamilton,666152,666152,27531,11645,*0515v*,BOS,2B/SS,2B/SS,Hamilton,David,Hamilton,David
773,Karl Kauffmann,666154,666154,27488,11082,*05129*,COL,RP,RP,Kauffmann,Karl,Kauffmann,Karl
774,Nick Lodolo,666157,666157,26378,10964,*041ps*,CIN,SP,SP,Lodolo,Nick,Lodolo,Nick
775,Gavin Lux,666158,666158,19955,10203,*041ai*,LAD,2B,2B,Lux,Gavin,Lux,Gavin
776,Matt Manning,666159,666159,20369,10285,*041m1*,DET,SP,SP,Manning,Matt,Manning,Matt
777,Mickey Moniak,666160,666160,19956,9784,*041e2*,LAA,OF,OF,Moniak,Mickey,Moniak,Mickey
778,Ben Rortvedt,666163,666163,20287,11158,*041q7*,TB,C,C,Rortvedt,Ben,Rortvedt,Ben
779,Blake Sabol,666165,666165,25805,11728,*05158*,SF,C/OF,C/OF,Sabol,Blake,Sabol,Blake
780,Mason Thompson,666168,666168,21850,10284,*041qz*,WSH,RP,RP,Thompson,Mason,Thompson,Mason
781,Ryan Zeferjahn,666171,666171,25420,12164,*04y9f*,LAA,RP,RP,Zeferjahn,Ryan,Zeferjahn,Ryan
782,Jo Adell,666176,666176,20220,10241,*04aee*,LAA,OF,OF,Adell,Jo,Adell,Jo
783,Will Benson,666181,666181,21853,10362,*03zcx*,CIN,OF,OF,Benson,Will,Benson,Will
784,Bo Bichette,666182,666182,19612,9820,*041qb*,TOR,SS,SS,Bichette,Bo,Bichette,Bo
785,Hunter Bishop,666183,666183,sa3011413,11112,*04267*,SF,OF,OF,Bishop,Hunter,Bishop,Hunter
786,Dylan Carlson,666185,666185,20126,10190,*041mc*,FA,OF,OF,Carlson,Dylan,,
787,Grae Kessinger,666197,666197,25813,11804,*0511u*,HOU,SS,SS,Kessinger,Grae,,
788,Carter Kieboom,666198,666198,19958,10505,*041m8*,LAA,3B,3B,Kieboom,Carter,Kieboom,Carter
789,Jesus Luzardo,666200,666200,19959,10235,*041r1*,PHI,SP,SP,Luzardo,Jesus,Luzardo,Jesús
790,Alek Manoah,666201,666201,26410,10854,*04yfw*,TOR,SP,SP,Manoah,Alek,Manoah,Alek
791,Alex Speas,666208,666208,21859,10985,*041q9*,MIN,RP,RP,Speas,Alex,Speas,Alex
792,Taylor Trammell,666211,666211,19960,10339,*041pq*,HOU,OF,OF,Trammell,Taylor,Trammell,Taylor
793,Joey Wentz,666214,666214,19962,10246,*041pr*,PIT,RP,RP,Wentz,Joey,Wentz,Joey
794,Forrest Whitley,666215,666215,19586,9817,*041m3*,HOU,RP,RP,Whitley,Forrest,Whitley,Forrest
795,George Soriano,666277,666277,21863,11684,*04z9e*,MIA,RP,RP,Soriano,George,Soriano,George
796,Bo Naylor,666310,666310,21865,10143,*04mrn*,CLE,C,C,Naylor,Bo,Naylor,Bo
797,Matt Brash,666374,666374,25756,11297,*05138*,SEA,RP,RP,Brash,Matt,Brash,Matt
798,Edouard Julien,666397,666397,27534,11592,*051dl*,MIN,2B,2B,Julien,Edouard,Julien,Edouard
799,Jerar Encarnacion,666464,666464,21871,10839,,SF,OF,OF,Encarnacion,Jerar,Encarnacion,Jerar
800,Gregory Santos,666619,666619,21894,11166,*0404s*,SEA,RP,RP,Santos,Gregory,Santos,Gregory
801,Christopher Morel,666624,666624,21897,11154,*04pbp*,TB,2B/3B,2B/3B,Morel,Christopher,Morel,Christopher
802,Eguy Rosario,666703,666703,19964,11367,*045on*,SD,3B,3B,Rosario,Eguy,Rosario,Eguy
803,Yerry Rodriguez,666720,666720,21955,11176,*04qot*,PIT,RP,RP,Rodriguez,Yerry,Rodríguez,Yerry
804,Jhony Brito,666745,666745,25386,11638,*050ih*,SD,RP,RP,Brito,Jhony,Brito,Jhony
805,Rodolfo Castro,666801,666801,21987,10906,*042c1*,PHI,2B/SS,2B/SS/ 3B,Castro,Rodolfo,Castro,Rodolfo
806,Camilo Doval,666808,666808,21992,11105,*04k0w*,SF,RP,RP,Doval,Camilo,Doval,Camilo
807,Luis Frias,666818,666818,21997,11028,*04ysx*,TOR,RP,RP,Frias,Luis,,
808,Jake Alu,666906,666906,25569,11660,*051io*,WSH,2B/OF,2B/OF,Alu,Jake,Alu,Jake
809,Jared Oliva,666931,666931,19968,10229,,MIL,OF,OF,Oliva,Jared,Oliva,Jared
810,Adolis Garcia,666969,666969,19287,9964,*04aq4*,TEX,OF,OF,Garcia,Adolis,García,Adolis
811,Lourdes Gurriel Jr.,666971,666971,19238,9475,*03nri*,ARI,OF,OF,Gurriel Jr.,Lourdes,Gurriel Jr.,Lourdes
812,Yennier Cano,666974,666974,25911,11467,*050ok*,BAL,RP,RP,Cano,Yennier,Cano,Yennier
813,Tommy Nance,667297,667297,19178,11215,*05rcp*,TOR,RP,RP,Nance,Tommy,Nance,Tommy
814,Bryan Mata,667356,667356,sa917784,11069,*04ahc*,BOS,RP,RP,Mata,Bryan,Mata,Bryan
815,Zach Jackson,667427,667427,19493,11445,*043×7*,OAK,RP,RP,Jackson,Zach,Jackson,Zach
816,Corey Julks,667452,667452,20311,11604,*04eit*,CHW,OF,OF,Julks,Corey,,
817,John King,667463,667463,22051,11094,*04eku*,STL,RP,RP,King,John,King,John
818,Dane Myers,667472,667472,22054,11820,*04ehj*,MIA,OF,OF,Myers,Dane,Myers,Dane
819,Robert Dugger,667498,667498,19191,10663,,OAK,SP,SP,Dugger,Robert,Dugger,Robert
820,Brent Rooker,667670,667670,19627,10149,*04e2u*,OAK,DH,DH,Rooker,Brent,Rooker,Brent
821,Kyle Tyler,667725,667725,22092,11271,*04q2b*,PHI,RP,RP,Tyler,Kyle,Tyler,Kyle
822,Jose Soriano,667755,667755,22100,11187,*04c0o*,LAA,SP,SP,Soriano,Jose,Soriano,José
823,Randy Arozarena,668227,668227,19290,10671,*040b5*,SEA,OF,OF,Arozarena,Randy,Arozarena,Randy
824,Tyson Miller,668338,668338,19976,10777,*041rc*,CHC,RP,RP,Miller,Tyson,Miller,Tyson
825,Cole Winn,668390,668390,22113,10167,*04paj*,TEX,RP,RP,Winn,Cole,Winn,Cole
826,Hagen Danner,668470,668470,22116,11353,*03o0h*,TOR,RP,RP,Danner,Hagen,,
827,Nick Pratto,668472,668472,22117,10299,*04b08*,KC,1B,1B,Pratto,Nick,Pratto,Nick
828,Jake Rogers,668670,668670,19452,10531,*03av1*,DET,C,C,Rogers,Jake,Rogers,Jake
829,Lucas Erceg,668674,668674,19360,9921,*041am*,KC,RP,RP,Erceg,Lucas,Erceg,Lucas
830,Zac Gallen,668678,668678,19291,9944,*041qo*,ARI,SP,SP,Gallen,Zac,Gallen,Zac
831,Andre Scrubb,668687,668687,20329,11005,*041u2*,NYM,RP,RP,Scrubb,Andre,Scrubb,Andre
832,JJ Bleday,668709,668709,26368,10838,*04y95*,OAK,OF,OF,Bleday,JJ,Bleday,JJ
833,Spencer Steer,668715,668715,26323,11556,*0512e*,CIN,1B/OF,1B/OF,Steer,Spencer,Steer,Spencer
834,Payton Henry,668721,668721,22164,11290,*041sv*,PHI,C,C,Henry,Payton,Henry,Payton
835,Ryan Vilade,668723,668723,22165,10324,*04eew*,STL,OF,OF,Vilade,Ryan,Vilade,Ryan
836,Akil Baddoo,668731,668731,22168,10124,*041qi*,DET,OF,OF,Baddoo,Akil,Baddoo,Akil
837,Cal Mitchell,668751,668751,22169,10155,*04eex*,CHW,OF,OF,Mitchell,Cal,Mitchell,Cal
838,Colin Peluse,668761,668761,sa3011126,11404,*0516o*,OAK,SP,SP,Peluse,Colin,Peluse,Colin
839,Bryan Reynolds,668804,668804,19326,10153,*03e5m*,PIT,OF,OF,Reynolds,Bryan,Reynolds,Bryan
840,Max Kranick,668820,668820,22175,10909,*0429r*,NYM,RP,RP,Kranick,Max,Kranick,Max
841,Kyle McCann,668832,668832,25575,10856,*0513b*,OAK,C,C,McCann,Kyle,McCann,Kyle
842,Easton McGee,668834,668834,22176,11579,,MIL,SP,SP,McGee,Easton,McGee,Easton
843,Conner Capel,668843,668843,19983,11503,*041sb*,ATL,OF,OF,Capel,Conner,Capel,Conner
844,Aaron Schunk,668845,668845,25524,11079,*0511w*,COL,2B,2B,Schunk,Aaron,Schunk,Aaron
845,Austin Shenton,668853,668853,25425,10869,*04y98*,SEA,1B,1B,Shenton,Austin,Shenton,Austin
846,Zack Thompson,668868,668868,25918,10898,*04n0p*,STL,RP,RP,Thompson,Zack,Thompson,Zack
847,Caleb Kilian,668873,668873,26213,11416,*04q1w*,CHC,RP,RP,Kilian,Caleb,Kilian,Caleb
848,Hunter Greene,668881,668881,22182,10216,*04aea*,CIN,SP,SP,Greene,Hunter,Greene,Hunter
849,Austin Martin,668885,668885,27462,10833,*05249*,MIN,OF,OF,Martin,Austin,Martin,Austin
850,Mark Vientos,668901,668901,22184,10282,*03zcy*,NYM,3B,1B/3B,Vientos,Mark,Vientos,Mark
851,Royce Lewis,668904,668904,20437,10319,*04aeb*,MIN,3B,3B,Lewis,Royce,Lewis,Royce
852,Gavin Williams,668909,668909,30122,11590,*05jp7*,CLE,SP,SP,Williams,Gavin,Williams,Gavin
853,Brice Turang,668930,668930,22186,10151,*04b00*,MIL,2B,2B,Turang,Brice,Turang,Brice
854,Graham Ashcraft,668933,668933,27552,11417,*041×9*,CIN,RP,RP,Ashcraft,Graham,Ashcraft,Graham
855,Adley Rutschman,668939,668939,26288,10704,*04q2n*,BAL,C,C,Rutschman,Adley,Rutschman,Adley
856,JoJo Romero,668941,668941,19574,10528,*041rj*,STL,RP,RP,Romero,JoJo,Romero,JoJo
857,Josh Rojas,668942,668942,19734,10670,*04oct*,FA,3B,3B,Rojas,Josh,,
858,Ryan Kreidler,668952,668952,25867,11324,*05132*,DET,SS,SS/3B,Kreidler,Ryan,Kreidler,Ryan
859,Tobias Myers,668964,668964,22191,10345,*041sz*,MIL,SP,SP,Myers,Tobias,Myers,Tobias
860,Hans Crouse,668968,668968,22192,10211,*04ak3*,LAA,RP,RP,Crouse,Hans,Crouse,Hans
861,Gavin Hollowell,668970,668970,25427,11577,*0514j*,CHC,RP,RP,Hollowell,Gavin,Hollowell,Gavin
862,Casey Legumina,668984,668984,25921,11690,*0427a*,CIN,RP,RP,Legumina,Casey,Legumina,Casey
863,Garrett Mitchell,669003,669003,27555,11204,*04en7*,MIL,OF,OF,Mitchell,Garrett,Mitchell,Garrett
864,MJ Melendez,669004,669004,22197,10293,*04eey*,KC,OF,C/OF,Melendez,MJ,Melendez,MJ
865,Brandon Marsh,669016,669016,20202,10146,*041q8*,PHI,OF,OF,Marsh,Brandon,Marsh,Brandon
866,Ryan Rolison,669020,669020,sa3008244,10323,*04mlh*,COL,SP,SP,Rolison,Ryan,Rolison,Ryan
867,MacKenzie Gore,669022,669022,22201,9973,*04cd5*,WSH,SP,SP,Gore,MacKenzie,Gore,MacKenzie
868,Bryse Wilson,669060,669060,19990,10082,*0429h*,CHW,SP,SP,Wilson,Bryse,Wilson,Bryse
869,Kyle Stowers,669065,669065,26151,11414,*04y97*,MIA,OF,OF,Stowers,Kyle,Stowers,Kyle
870,DL Hall,669084,669084,22207,10187,*04aeh*,MIL,SP,SP,Hall,DL,Hall,DL
871,Sam Huff,669087,669087,22209,10826,*041tq*,TEX,C,C,Huff,Sam,,
872,Matt Cronin,669091,669091,sa3011463,10972,*05137*,SEA,RP,RP,Cronin,Matt,Cronin,Matt
873,Jeremiah Estrada,669093,669093,22210,11553,*04ehz*,SD,RP,RP,Estrada,Jeremiah,Estrada,Jeremiah
874,John McMillon,669111,669111,27942,11843,*0423z*,PHI,RP,RP,McMillon,John,McMillon,John
875,Shea Langeliers,669127,669127,25816,10845,*04o4s*,OAK,C,C,Langeliers,Shea,Langeliers,Shea
876,Luis Campusano,669134,669134,22217,11043,*04eep*,SD,C,C,Campusano,Luis,Campusano,Luis
877,Armando Alvarez,669137,669137,19292,12064,,OAK,1B,1B,Alvarez,Armando,Alvarez,Armando
878,Bruce Zimmermann,669145,669145,20370,11100,*04egr*,MIL,RP,RP,Zimmermann,Bruce,Zimmermann,Bruce
879,Dustin May,669160,669160,19716,10189,*041r5*,LAD,SP,SP,May,Dustin,May,Dustin
880,Kyle Hurt,669165,669165,27514,11867,*05jq7*,LAD,SP,SP,Hurt,Kyle,Hurt,Kyle
881,Ryne Nelson,669194,669194,26253,11326,*04yid*,ARI,SP,SP,Nelson,Ryne,Nelson,Ryne
882,Mason McCoy,669200,669200,22232,11851,*04ehx*,SD,SS,SS,McCoy,Mason,,
883,Corbin Burnes,669203,669203,19361,9800,*041rd*,ARI,SP,SP,Burnes,Corbin,Burnes,Corbin
884,Ryan Bliss,669208,669208,29547,11941,*05tc7*,SEA,2B,2B,Bliss,Ryan,Bliss,Ryan
885,Keegan Akin,669211,669211,19362,10524,*041py*,BAL,RP,RP,Akin,Keegan,Akin,Keegan
886,Eli Morgan,669212,669212,20203,10928,*04eiw*,CHC,RP,RP,Morgan,Eli,Morgan,Eli
887,Je’Von Ward,669219,669219,sa3004969,10232,,TOR,OF,OF,Ward,Je’Von,,
888,Sean Murphy,669221,669221,19352,10327,*03aoy*,ATL,C,C,Murphy,Sean,Murphy,Sean
889,Nick Senzel,669222,669222,19293,9776,*03zc9*,FA,3B,3B,Senzel,Nick,,
890,Austin Wells,669224,669224,27562,11599,*05ahg*,NYY,C,C,Wells,Austin,Wells,Austin
891,Justyn-Henry Malloy,669234,669234,29606,11617,*05uy1*,DET,OF,OF,Malloy,Justyn-Henry,Malloy,Justyn-Henry
892,Jeremiah Jackson,669236,669236,sa3007740,10234,*04pmt*,BAL,SS,SS,Jackson,Jeremiah,Jackson,Jeremiah
893,Tommy Edman,669242,669242,19470,10569,*041sq*,LAD,OF,OF,Edman,Tommy,Edman,Tommy
894,Nick Solak,669256,669256,19294,9967,*041q1*,PIT,OF,OF,Solak,Nick,Solak,Nick
895,Will Smith,669257,669257,19197,10363,*042sz*,LAD,C,C,Smith,Will,Smith,Will
896,Jack Suwinski,669261,669261,22244,11377,*041z2*,PIT,OF,OF,Suwinski,Jack,Suwinski,Jack
897,Joel Kuhnel,669270,669270,19995,10675,*041wc*,TB,RP,RP,Kuhnel,Joel,Kuhnel,Joel
898,Dylan Lee,669276,669276,19996,10842,*041vm*,ATL,RP,RP,Lee,Dylan,Lee,Dylan
899,Santiago Espinal,669289,669289,19997,10781,,CIN,2B/3B,2B/SS/ 3B,Espinal,Santiago,Espinal,Santiago
900,Logan Gilbert,669302,669302,22250,10712,*04n0m*,SEA,SP,SP,Gilbert,Logan,Gilbert,Logan
901,Jose Miranda,669304,669304,20538,10253,*041qh*,MIN,3B,3B,Miranda,Jose,Miranda,Jose
902,Tyler Wells,669330,669330,20000,11193,*0473n*,BAL,SP,SP,Wells,Tyler,Wells,Tyler
903,Nolan Gorman,669357,669357,22263,10303,*04ai4*,STL,2B,2B/3B,Gorman,Nolan,Gorman,Nolan
904,Shane Baz,669358,669358,22264,10331,*04cwf*,TB,SP,SP,Baz,Shane,Baz,Shane
905,Xavier Edwards,669364,669364,22266,10365,*04n8z*,MIA,SS,SS,Edwards,Xavier,Edwards,Xavier
906,Asa Lacy,669370,669370,sa3014423,11116,*059qm*,KC,SP,SP,Lacy,Asa,Lacy,Asa
907,Cole Henry,669371,669371,sa3014446,11423,*05gs4*,WSH,SP,SP,Henry,Cole,Henry,Cole
908,J.T. Ginn,669372,669372,27889,12161,*04pkt*,OAK,SP,SP,Ginn,J.T.,Ginn,J.T.
909,Tarik Skubal,669373,669373,22267,10711,*04ptt*,DET,SP,SP,Skubal,Tarik,Skubal,Tarik
910,Raynel Delgado,669384,669384,sa3007288,10314,*04ps5*,MIL,2B,2B,Delgado,Raynel,,
911,Carmen Mlodzinski,669387,669387,27572,11810,*05a29*,PIT,RP,RP,Mlodzinski,Carmen,Mlodzinski,Carmen
912,Owen White,669391,669391,22273,11601,*04pms*,TEX,RP,RP,White,Owen,,
913,Samad Taylor,669392,669392,22274,11640,*041vt*,SEA,OF,2B/OF,Taylor,Samad,Taylor,Samad
914,Jake Burger,669394,669394,22275,10224,*04azv*,TEX,1B/3B,1B/3B,Burger,Jake,Burger,Jake
915,Nick Allen,669397,669397,22277,10857,*04efs*,ATL,SS,SS,Allen,Nick,Allen,Nick
916,Frainyer Chavez,669413,669413,sa3007019,10395,*04q4n*,TEX,SS,SS,Chavez,Frainyer,Chavez,Frainyer
917,Jimmy Lambert,669424,669424,19541,10730,*041s7*,CHW,RP,RP,Lambert,Jimmy,Lambert,Jimmy
918,Trevor Rogers,669432,669432,22286,10351,*04ak5*,BAL,SP,SP,Rogers,Trevor,Rogers,Trevor
919,Mason Englert,669438,669438,22288,11726,*04pqh*,DET,RP,RP,Englert,Mason,Englert,Mason
920,Chandler Champlain,669441,669441,sa3018138,12029,*05y7q*,KC,SP,SP,Champlain,Chandler,Champlain,Chandler
921,Cooper Hummel,669450,669450,19458,11332,*0421c*,HOU,OF,C/OF,Hummel,Cooper,Hummel,Cooper
922,Shane Bieber,669456,669456,19427,10038,*041rf*,CLE,SP,SP,Bieber,Shane,Bieber,Shane
923,Kyle Nelson,669459,669459,20515,10929,*04eny*,ARI,RP,RP,Nelson,Kyle,Nelson,Kyle
924,Matthew Liberatore,669461,669461,22294,10287,*04mlx*,STL,RP,RP,Liberatore,Matthew,Liberatore,Matthew
925,Andre Pallante,669467,669467,26108,11442,*05133*,STL,SP,SP,Pallante,Andre,Pallante,Andre
926,Casey Schmitt,669477,669477,27577,11743,*05jp4*,SF,2B,2B,Schmitt,Casey,Schmitt,Casey
927,Brady Basso,669620,669620,25582,11972,*051c5*,OAK,RP,RP,Basso,Brady,Basso,Brady
928,Anthony Bender,669622,669622,19742,11205,*0423e*,MIA,RP,RP,Bender,Anthony,Bender,Anthony
929,Sam Long,669674,669674,25379,11220,*0421l*,KC,RP,RP,Long,Sam,Long,Sam
930,Chris Murphy,669684,669684,26214,11710,*0514m*,BOS,SP,SP,Murphy,Chris,Murphy,Chris
931,Braden Shewmake,669699,669699,25817,10848,*04qri*,CHW,SS,SS,Shewmake,Braden,Shewmake,Braden
932,Josh H. Smith,669701,669701,26396,11441,,TEX,SS/3B,SS/3B,Smith,Josh H.,Smith,Josh
933,Jared Triolo,669707,669707,25807,11668,*05128*,PIT,2B/3B,1B/2B/ 3B,Triolo,Jared,Triolo,Jared
934,Greg Weissert,669711,669711,20375,10585,*0421q*,BOS,RP,RP,Weissert,Greg,Weissert,Greg
935,Hayden Wesneski,669713,669713,27581,11411,*0514f*,HOU,SP,SP,Wesneski,Hayden,Wesneski,Hayden
936,Will Wilson,669717,669717,sa3009871,11104,*04yia*,CLE,SS,SS,Wilson,Will,Wilson,Will
937,Austin Hays,669720,669720,19363,9763,*041qs*,FA,OF,OF,Hays,Austin,,
938,Davis Daniel,669721,669721,27582,11492,*04pv6*,ATL,RP,RP,Daniel,Davis,Daniel,Davis
939,Logan Davidson,669722,669722,sa918676,10858,*04n1n*,OAK,SS,SS,Davidson,Logan,Davidson,Logan
940,Brenan Hanifee,669724,669724,22304,11873,,DET,RP,RP,Hanifee,Brenan,Hanifee,Brenan
941,Darick Hall,669742,669742,19717,11015,*041yc*,PIT,1B,1B,Hall,Darick,Hall,Darick
942,Alex Call,669743,669743,19296,10520,*041qv*,WSH,OF,OF,Call,Alex,Call,Alex
943,Jose E. Hernandez,669796,669796,22318,11725,*066st*,LAD,RP,RP,Hernandez,Jose E.,Hernandez,Jose E.
944,Ronel Blanco,669854,669854,19407,11447,*04ydi*,HOU,SP,SP,Blanco,Ronel,Blanco,Ronel
945,Michael Toglia,669911,669911,25845,11080,*04ok3*,COL,1B,1B,Toglia,Michael,Toglia,Michael
946,Jason Alexander,669920,669920,19666,10574,*05xze*,OAK,RP,RP,Alexander,Jason,Alexander,Jason
947,George Kirby,669923,669923,25436,10874,*04yie*,SEA,SP,SP,Kirby,George,Kirby,George
948,Jesse Scholtens,669947,669947,19205,11784,*041uv*,CHW,RP,RP,Scholtens,Jesse,Scholtens,Jesse
949,Nicky Lopez,670032,670032,19339,10301,*041sg*,FA,2B/SS,2B/SS,Lopez,Nicky,,
950,Matt Festa,670036,670036,19330,10060,*041tl*,TEX,RP,RP,Festa,Matt,Festa,Matt
951,Luke Raley,670042,670042,19354,10764,*041ts*,SEA,1B/OF,1B/OF,Raley,Luke,Raley,Luke
952,Colin Holderman,670059,670059,22361,11469,*0429k*,PIT,RP,RP,Holderman,Colin,Holderman,Colin
953,Wyatt Mills,670090,670090,20010,11152,,BOS,RP,RP,Mills,Wyatt,Mills,Wyatt
954,Trenton Brooks,670092,670092,19384,12095,*0420f*,SD,1B,1B,Brooks,Trenton,Brooks,Trenton
955,Bowden Francis,670102,670102,20548,11130,*0421k*,TOR,SP,SP,Francis,Bowden,Francis,Bowden
956,Adam Oller,670124,670124,20132,11306,,MIA,SP,SP,Oller,Adam,,
957,Miles Mastrobuoni,670156,670156,20017,10956,*041yi*,CHC,3B,2B/3B/ OF,Mastrobuoni,Miles,Mastrobuoni,Miles
958,John Schreiber,670167,670167,20020,9986,*041z3*,KC,RP,RP,Schreiber,John,Schreiber,John
959,Josh Winckowski,670174,670174,22387,11363,*041ze*,BOS,RP,RP,Winckowski,Josh,Winckowski,Josh
960,Garrett Acton,670183,670183,27583,11759,*05ybh*,TB,RP,RP,Acton,Garrett,Acton,Garrett
961,Matt Mervis,670223,670223,27845,11582,*05ojj*,MIA,DH,1B,Mervis,Matt,Mervis,Matt
962,Darius Vines,670241,670241,25928,11647,*05157*,ATL,SP,SP,Vines,Darius,Vines,Darius
963,Matt Wallner,670242,670242,26466,11576,*04o78*,MIN,OF,OF,Wallner,Matt,Wallner,Matt
964,Cal Stevenson,670276,670276,22411,10383,*04pug*,PHI,OF,OF,Stevenson,Cal,Stevenson,Cal
965,David Bednar,670280,670280,19569,10681,*04aqc*,PIT,RP,RP,Bednar,David,Bednar,David
966,Rico Garcia,670329,670329,20023,10678,*04rzp*,NYM,RP,RP,Garcia,Rico,Garcia,Rico
967,Yordan Alvarez,670541,670541,19556,10367,*04355*,HOU,OF,OF,Alvarez,Yordan,Alvarez,Yordan
968,Aaron Fossas,670579,670579,,10548,,CIN,RP,RP,Fossas,Aaron,Fossas,Aaron
969,Isaac Paredes,670623,670623,20036,10218,*04071*,HOU,3B,3B,Paredes,Isaac,Paredes,Isaac
970,Mike Brosseau,670712,670712,19683,10641,*04ylg*,SD,3B,3B,Brosseau,Mike,Brosseau,Mike
971,Taylor Walls,670764,670764,22458,10955,*04bpj*,TB,SS,SS,Walls,Taylor,Walls,Taylor
972,Darren McCaughan,670766,670766,20038,11241,*04em5*,MIN,SP,SP,McCaughan,Darren,McCaughan,Darren
973,TJ Friedl,670770,670770,19522,10344,*045gu*,CIN,OF,OF,Friedl,TJ,Friedl,TJ
